Reason,IP
bat.bing.com,150.171.28.10
my.microsoftpersonalcontent.com,150.171.41.11
my.microsoftpersonalcontent.com,150.171.43.11
admin.microsoft.com,150.171.73.13
marketplace.visualstudio.com,150.171.73.16
admin.microsoft.com,150.171.74.13
marketplace.visualstudio.com,150.171.74.16
b.stripecdn.com,151.101.0.176
google-ohttp-relay-safebrowsing.fastly-edge.com,151.101.1.91
b.stripecdn.com,151.101.128.176
google-ohttp-relay-safebrowsing.fastly-edge.com,151.101.129.91
www.yubico.com,151.101.130.114
api.lab.amplitude.com,151.101.130.132
crl.globalsign.com,151.101.130.133
b.stripecdn.com,151.101.192.176
google-ohttp-relay-safebrowsing.fastly-edge.com,151.101.193.91
www.yubico.com,151.101.194.114
api.lab.amplitude.com,151.101.194.132
crl.globalsign.com,151.101.194.133
www.yubico.com,151.101.2.114
api.lab.amplitude.com,151.101.2.132
crl.globalsign.com,151.101.2.133
b.stripecdn.com,151.101.64.176
google-ohttp-relay-safebrowsing.fastly-edge.com,151.101.65.91
www.yubico.com,151.101.66.114
api.lab.amplitude.com,151.101.66.132
crl.globalsign.com,151.101.66.133
sdk.rum.aliyuncs.com,155.102.184.142
sdk.rum.aliyuncs.com,155.102.184.143
sdk.rum.aliyuncs.com,155.102.184.144
sdk.rum.aliyuncs.com,155.102.184.145
sdk.rum.aliyuncs.com,155.102.184.146
sdk.rum.aliyuncs.com,155.102.184.147
sdk.rum.aliyuncs.com,155.102.184.148
sdk.rum.aliyuncs.com,155.102.184.173
scontent.xx.fbcdn.net,157.240.211.13
www.facebook.com,157.240.211.35
vida-private.s3.us-east-1.amazonaws.com,16.15.176.227
vida-private.s3.us-east-1.amazonaws.com,16.15.177.148
vida-private.s3.us-east-1.amazonaws.com,16.15.207.121
vida-private.s3.us-east-1.amazonaws.com,16.182.71.186
images-ext-1.discordapp.net,162.159.128.232
discord.com,162.159.128.233
player.vimeo.com,162.159.128.61
images-ext-1.discordapp.net,162.159.129.232
cdn.discordapp.com,162.159.129.233
images-ext-1.discordapp.net,162.159.130.232
cdn.discordapp.com,162.159.130.233
gateway.discord.gg,162.159.130.234
images-ext-1.discordapp.net,162.159.133.232
cdn.discordapp.com,162.159.133.233
gateway.discord.gg,162.159.133.234
pchome24h.api.useinsider.com,162.159.133.61
images-ext-1.discordapp.net,162.159.134.232
cdn.discordapp.com,162.159.134.233
gateway.discord.gg,162.159.134.234
pchome24h.api.useinsider.com,162.159.134.61
discord.com,162.159.135.232
cdn.discordapp.com,162.159.135.233
gateway.discord.gg,162.159.135.234
discord.com,162.159.136.232
gateway.discord.gg,162.159.136.234
discord.com,162.159.137.232
discord.com,162.159.138.232
player.vimeo.com,162.159.138.60
analytics.twitter.com,162.159.140.229
chrome.cloudflare-dns.com,162.159.61.3
static.xx.fbcdn.net,163.70.159.13
www.facebook.com,163.70.159.35
sync.outbrain.com,172.179.183.99
crl.sectigo.com,172.64.149.23
geolocation.onetrust.com,172.64.155.119
chrome.cloudflare-dns.com,172.64.41.3
js-eu1.hscollectedforms.net,172.65.192.122
js-eu1.hs-banner.com,172.65.202.201
js-eu1.hs-analytics.net,172.65.238.60
api.twitter.com,172.66.0.227
apikeys.civiccomputing.com,172.66.163.83
attio.com,172.66.165.206
use.fontawesome.com,172.67.142.245
www.ghtinc.com,172.67.172.215
cdn.tailwindcss.com,172.67.68.11
www.filescan.io,172.67.70.67
www.abuseipdb.com,172.67.70.74
api.ipify.org,172.67.74.152
mtalk.google.com,173.194.174.188
tags.creativecdn.com,178.249.213.27
tags.creativecdn.com,178.249.213.3
dxh5p98m.r.ap-northeast-1.awstrack.me,18.177.168.97
merchant-ui-api.stripe.com,18.180.10.245
aidma.adsmart.104.com.tw,18.181.26.20
gum.criteo.com,182.161.73.131
dynamic.criteo.com,182.161.73.143
dis.criteo.com,182.161.73.175
amplify.outbrain.com,184.25.121.233
a.line.me,184.25.121.39
api2.amplitude.com,184.32.13.238
api2.amplitude.com,184.32.133.183
avatars.githubusercontent.com,185.199.108.133
cyberpeacemaker.github.io,185.199.108.153
github.githubassets.com,185.199.108.154
avatars.githubusercontent.com,185.199.109.133
cyberpeacemaker.github.io,185.199.109.153
github.githubassets.com,185.199.109.154
avatars.githubusercontent.com,185.199.110.133
cyberpeacemaker.github.io,185.199.110.153
github.githubassets.com,185.199.110.154
avatars.githubusercontent.com,185.199.111.133
cyberpeacemaker.github.io,185.199.111.153
github.githubassets.com,185.199.111.154
s.w.org,192.0.77.48
plausible.io,192.169.120.162
errors.stripe.com,198.137.150.111
errors.stripe.com,198.137.150.161
errors.stripe.com,198.137.150.41
errors.stripe.com,198.202.176.111
errors.stripe.com,198.202.176.161
errors.stripe.com,198.202.176.41
video.twimg.com,199.232.112.158
abs.twimg.com,199.232.112.159
ctldl.windowsupdate.com,199.232.210.172
js.live.net,20.101.246.164
storage.live.com,20.135.1.1
mobile.events.data.microsoft.com,20.189.173.27
login.live.com,20.190.141.32
login.live.com,20.190.141.33
login.live.com,20.190.141.34
login.live.com,20.190.141.35
login.live.com,20.190.141.36
login.live.com,20.190.141.37
login.live.com,20.190.141.38
login.live.com,20.190.141.39
graph.microsoft.com,20.190.144.169
graph.microsoft.com,20.190.144.170
graph.microsoft.com,20.190.144.171
graph.microsoft.com,20.190.144.172
account.live.com,20.190.166.131
account.live.com,20.190.166.132
login.live.com,20.190.166.133
graph.microsoft.com,20.190.166.162
graph.microsoft.com,20.190.166.32
account.live.com,20.190.166.66
account.live.com,20.190.166.67
account.live.com,20.190.166.68
github.com,20.27.177.113
api.github.com,20.27.177.116
fpt.live.com,20.51.15.234
r1---sn-5noxu-u2xe.googlevideo.com,202.169.172.136
rr2---sn-5noxu-u2xe.googlevideo.com,202.169.172.137
rr8---sn-5njj-u2xl.googlevideo.com,202.169.173.211
static.104.com.tw,202.8.14.29
uts.104.com.tw,202.8.14.51
www.softnext-inc.com,203.67.131.232
www.msi.com,203.69.138.18
res.cdn.office.net,203.69.138.216
www.msi.com,203.69.138.48
use.typekit.net,203.69.141.40
use.typekit.net,203.69.141.74
snap.licdn.com,203.69.81.41
snap.licdn.com,203.69.81.48
ctldl.windowsupdate.com,203.74.95.219
ctldl.windowsupdate.com,203.74.95.226
ctldl.windowsupdate.com,203.74.95.232
oneocsp.microsoft.com,204.79.197.203
simage2.pubmatic.com,207.65.33.82
ojs.aaai.org,208.70.245.162
www.sphinxtec.com,211.72.207.198
hubspotonwebflow.com,216.150.1.129
hubspotonwebflow.com,216.150.16.1
craftui.studio,216.198.79.1
www.google-analytics.com,216.239.32.178
analytics.google.com,216.239.32.181
optimizationguide-pa.googleapis.com,216.239.32.223
tunnel.googlezip.net,216.239.34.157
dns-tunnel-check.googlezip.net,216.239.34.159
www.google-analytics.com,216.239.34.178
analytics.google.com,216.239.34.181
optimizationguide-pa.googleapis.com,216.239.34.223
www.google-analytics.com,216.239.36.178
analytics.google.com,216.239.36.181
optimizationguide-pa.googleapis.com,216.239.36.223
www.google-analytics.com,216.239.38.178
analytics.google.com,216.239.38.181
optimizationguide-pa.googleapis.com,216.239.38.223
shell.cdn.office.net,23.220.228.79
res.public.onecdn.static.microsoft,23.33.184.226
res.public.onecdn.static.microsoft,23.33.184.227
res.public.onecdn.static.microsoft,23.33.184.229
res.cdn.office.net,23.33.184.230
res-1.cdn.office.net,23.33.184.232
res.public.onecdn.static.microsoft,23.33.184.233
res-1.cdn.office.net,23.33.184.234
res-1.cdn.office.net,23.33.184.235
res.public.onecdn.static.microsoft,23.33.184.236
res-1.cdn.office.net,23.33.184.237
res-1.cdn.office.net,23.33.184.238
res-1.cdn.office.net,23.33.184.239
res-1.cdn.office.net,23.33.184.240
res-1.cdn.office.net,23.33.184.242
res-1.cdn.office.net,23.33.184.243
res.public.onecdn.static.microsoft,23.33.184.249
res.public.onecdn.static.microsoft,23.33.184.250
res.public.onecdn.static.microsoft,23.33.184.251
a.line.me,23.39.60.244
learn.microsoft.com,23.39.61.228
acctcdn.msftauth.net,23.46.63.171
acctcdn.msftauth.net,23.46.63.200
use1-turn.fpjs.io,3.108.138.5
merchant-ui-api.stripe.com,3.114.81.222
checkout-cookies.stripe.com,3.115.110.210
checkout-cookies.link.com,3.115.50.247
checkout-cookies.link.com,3.115.61.96
www.credly.com,3.141.205.213
www.credly.com,3.147.12.188
signin.104.com.tw,3.169.121.104
script.hotjar.com,3.169.121.105
cdn.scarabresearch.com,3.169.121.11
script.hotjar.com,3.169.121.12
cdn.104.com.tw,3.169.121.121
signin.104.com.tw,3.169.121.122
signin.104.com.tw,3.169.121.124
signin.104.com.tw,3.169.121.26
manus.im,3.169.121.40
manus.im,3.169.121.41
cdn.104.com.tw,3.169.121.53
cdn.scarabresearch.com,3.169.121.56
script.hotjar.com,3.169.121.64
cdn.scarabresearch.com,3.169.121.65
cdn.104.com.tw,3.169.121.66
script.hotjar.com,3.169.121.91
cdn.scarabresearch.com,3.169.121.92
cdn.104.com.tw,3.169.121.94
manus.im,3.169.121.99
js.adsrvr.org,3.169.129.92
msc.adsmart.104.com.tw,3.169.137.100
js.tappaysdk.com,3.169.137.102
private-us-east-1.manuscdn.com,3.169.137.106
files.manuscdn.com,3.169.137.107
files.manuscdn.com,3.169.137.110
heybar.an9.104.com.tw,3.169.137.113
js.tappaysdk.com,3.169.137.117
resume-clinic.104.com.tw,3.169.137.127
heybar.an9.104.com.tw,3.169.137.129
resume-clinic.104.com.tw,3.169.137.19
msc.adsmart.104.com.tw,3.169.137.24
files.manuscdn.com,3.169.137.25
private-us-east-1.manuscdn.com,3.169.137.38
resume-clinic.104.com.tw,3.169.137.5
private-us-east-1.manuscdn.com,3.169.137.54
js.tappaysdk.com,3.169.137.70
resume-clinic.104.com.tw,3.169.137.77
heybar.an9.104.com.tw,3.169.137.82
js.tappaysdk.com,3.169.137.83
files.manuscdn.com,3.169.137.93
m.stripe.network,3.169.36.100
material.adsmart.104.com.tw,3.169.36.103
m.stripe.network,3.169.36.104
static.profile.104.com.tw,3.169.36.105
checkout.stripe.com,3.169.36.116
m.stripe.network,3.169.36.120
material.adsmart.104.com.tw,3.169.36.121
widget.intercom.io,3.169.36.126
static.profile.104.com.tw,3.169.36.127
m.stripe.network,3.169.36.17
widget.intercom.io,3.169.36.21
checkout.stripe.com,3.169.36.28
static.scarabresearch.com,3.169.36.35
material.adsmart.104.com.tw,3.169.36.44
static.profile.104.com.tw,3.169.36.45
checkout.stripe.com,3.169.36.46
checkout.stripe.com,3.169.36.51
widget.intercom.io,3.169.36.57
material.adsmart.104.com.tw,3.169.36.65
static.scarabresearch.com,3.169.36.66
static.profile.104.com.tw,3.169.36.81
static.scarabresearch.com,3.169.36.82
widget.intercom.io,3.169.36.95
js.stripe.com,3.169.55.108
js.stripe.com,3.169.55.113
cdn.heapanalytics.com,3.169.55.119
cdn.heapanalytics.com,3.169.55.120
nabi.104.com.tw,3.169.55.127
checkout.stripe.com,3.169.55.14
static.hotjar.com,3.169.55.15
cdn.heapanalytics.com,3.169.55.30
nabi.104.com.tw,3.169.55.37
nabi.104.com.tw,3.169.55.40
cdn.heapanalytics.com,3.169.55.41
file.doc.104.com.tw,3.169.55.43
static.hotjar.com,3.169.55.47
file.doc.104.com.tw,3.169.55.49
js.stripe.com,3.169.55.51
nabi.104.com.tw,3.169.55.54
checkout.stripe.com,3.169.55.60
static.hotjar.com,3.169.55.67
js.stripe.com,3.169.55.71
file.doc.104.com.tw,3.169.55.72
checkout.stripe.com,3.169.55.73
file.doc.104.com.tw,3.169.55.75
checkout.stripe.com,3.169.55.82
static.hotjar.com,3.169.55.92
d1oupeiobkpcny.cloudfront.net,3.169.58.140
d1oupeiobkpcny.cloudfront.net,3.169.58.147
d3e54v103j8qbb.cloudfront.net,3.169.58.156
d1oupeiobkpcny.cloudfront.net,3.169.58.185
d3e54v103j8qbb.cloudfront.net,3.169.58.192
d3e54v103j8qbb.cloudfront.net,3.169.58.195
d3e54v103j8qbb.cloudfront.net,3.169.58.48
d1oupeiobkpcny.cloudfront.net,3.169.58.94
signin.104.com.tw,3.175.207.105
file.doc.104.com.tw,3.175.207.110
signin.104.com.tw,3.175.207.113
file.doc.104.com.tw,3.175.207.120
file.doc.104.com.tw,3.175.207.38
signin.104.com.tw,3.175.207.52
signin.104.com.tw,3.175.207.58
file.doc.104.com.tw,3.175.207.97
api.manus.im,3.213.220.205
insight.adsrvr.org,3.33.220.150
edge-chat.facebook.com,31.13.87.1
video.xx.fbcdn.net,31.13.87.15
www.facebook.com,31.13.87.36
gateway.facebook.com,31.13.87.4
connect.facebook.net,31.13.87.5
ecdmp.pchome.tw,34.102.202.90
edgedl.me.gvt1.com,34.104.35.123
fs-a.ecimg.tw,34.107.130.45
assets.pchome.com.tw,34.111.40.219
webchannel-content.eservice.emarsys.net,34.111.52.132
ecvip.pchome.com.tw,34.117.223.241
e.ecimg.tw,34.117.78.17
ecapi.pchome.com.tw,34.120.86.142
apm-pchome-jqfl4w7rqa-de.a.run.app,34.143.72.2
apm-pchome-jqfl4w7rqa-de.a.run.app,34.143.73.2
apm-pchome-jqfl4w7rqa-de.a.run.app,34.143.74.2
apm-pchome-jqfl4w7rqa-de.a.run.app,34.143.75.2
apm-pchome-jqfl4w7rqa-de.a.run.app,34.143.76.2
apm-pchome-jqfl4w7rqa-de.a.run.app,34.143.77.2
apm-pchome-jqfl4w7rqa-de.a.run.app,34.143.78.2
apm-pchome-jqfl4w7rqa-de.a.run.app,34.143.79.2
engage.pchome.com.tw,34.149.125.61
ecshweb.pchome.com.tw,34.149.180.124
24h.pchome.com.tw,34.149.253.14
cs-a.ecimg.tw,34.160.217.38
www.cna.com.tw,34.160.71.205
o13855.ingest.us.sentry.io,34.160.81.0
sentry.prod.ops.butterfly-effect.dev,34.197.222.237
api2.amplitude.com,34.208.54.237
api.manus.im,34.239.86.143
t.visitorqueue.com,34.250.250.51
cdn.pendo.io,34.36.213.229
img.pchome.com.tw,34.54.44.133
www.virustotal.com,34.54.88.138
ecssl.pchome.com.tw,34.96.111.76
ecssl-cart.pchome.com.tw,34.96.94.183
use1-turn.fpjs.io,35.154.39.229
api2.amplitude.com,35.163.181.212
api2.amplitude.com,35.167.112.106
api.manus.im,35.171.93.62
static-cdn.pchome.tw,35.186.196.228
ecapi-cdn.pchome.com.tw,35.190.116.207
libs.pcloud.tw,35.190.46.118
a.nel.cloudflare.com,35.190.80.1
apid.pcloud.tw,35.201.113.102
x.bidswitch.net,35.213.7.90
insight.adsrvr.org,35.71.131.137
eb2.3lift.com,35.71.178.8
dxh5p98m.r.ap-northeast-1.awstrack.me,35.73.70.215
cs.adingo.jp,35.79.48.71
api2.amplitude.com,35.83.182.186
m.stripe.com,35.83.210.96
api2.amplitude.com,35.86.43.215
go.trouter.skype.com,4.224.112.242
substrate.office.com,40.104.20.34
outlook.office.com,40.104.20.50
substrate.office.com,40.104.21.34
outlook.office.com,40.104.21.50
outlook.office.com,40.104.21.66
outlook.office.com,40.104.21.82
login.live.com,40.126.13.8
login.live.com,40.126.13.9
graph.microsoft.com,40.126.38.102
graph.microsoft.com,40.126.38.160
graph.microsoft.com,40.126.38.161
login.live.com,40.126.38.19
account.live.com,40.126.38.20
account.live.com,40.126.38.21
account.live.com,40.126.38.22
graph.microsoft.com,40.126.38.36
arc.msn.com,40.74.78.229
fd.api.iris.microsoft.com,40.74.79.222
mobile.events.data.microsoft.com,40.79.167.8
mobile.events.data.microsoft.com,40.79.197.35
api2.amplitude.com,44.224.155.236
api2.amplitude.com,44.227.117.22
api2.amplitude.com,44.228.174.1
api2.amplitude.com,44.229.116.205
m.stripe.com,44.232.211.142
m.stripe.com,44.235.222.178
m.stripe.com,44.237.134.7
api2.amplitude.com,44.240.86.51
api2.amplitude.com,44.253.219.141
api2.amplitude.com,44.253.46.223
api2.amplitude.com,44.254.237.83
www.giac.org,45.60.31.34
www.douyin.com,47.246.38.174
www.douyin.com,47.246.38.175
www.douyin.com,47.246.38.176
www.douyin.com,47.246.38.177
www.douyin.com,47.246.38.178
www.douyin.com,47.246.38.181
www.douyin.com,47.246.38.219
www.douyin.com,47.246.38.220
stats.skywork.ai,47.252.97.10
stats.skywork.ai,47.252.97.11
stats.skywork.ai,47.252.97.12
stats.skywork.ai,47.252.97.13
stats.skywork.ai,47.252.97.14
stats.skywork.ai,47.252.97.15
stats.skywork.ai,47.252.97.212
stats.skywork.ai,47.252.97.8
stats.skywork.ai,47.252.97.9
api.skywork.ai,47.253.88.145
desktop-llm.skywork.ai,47.90.150.60
activation-v2.sls.microsoft.com,48.192.1.64
consumer.suite.office.com,48.210.106.192
api.manus.im,50.17.209.26
www.ossec.net,51.79.17.166
m.stripe.com,52.10.227.17
powerpoint-telemetry.officeapps.live.com,52.108.186.4
powerpoint-telemetry.officeapps.live.com,52.108.42.5
powerpoint-telemetry.officeapps.live.com,52.108.68.33
powerpoint-telemetry.officeapps.live.com,52.108.78.27
common.online.office.com,52.108.8.12
common.online.office.com,52.108.9.12
jpw-region.present.officeapps.live.com,52.109.132.39
ocws.officeapps.live.com,52.110.20.128
ocws.officeapps.live.com,52.110.20.129
ocws.officeapps.live.com,52.110.20.130
ocws.officeapps.live.com,52.110.20.131
ocws.officeapps.live.com,52.110.20.32
ocws.officeapps.live.com,52.110.20.33
ocws.officeapps.live.com,52.110.20.34
ocws.officeapps.live.com,52.110.20.35
api2.amplitude.com,52.12.102.53
ecs.office.com,52.123.224.162
ecs.office.com,52.123.224.192
ecs.office.com,52.123.224.194
ecs.office.com,52.123.224.195
mobile.events.data.microsoft.com,52.182.143.213
cs.adingo.jp,52.192.231.193
api.stripe.com,52.196.53.105
api.stripe.com,52.196.95.231
vida-private.s3.us-east-1.amazonaws.com,52.216.212.106
vida-private.s3.us-east-1.amazonaws.com,52.217.124.82
vida-private.s3.us-east-1.amazonaws.com,52.217.202.194
business.yingliangads.com,52.220.33.47
3000-i2j2oim05su75n5hwynvb-3159a7af.sg1.manus.computer,52.220.95.41
eb2.3lift.com,52.223.2.229
insight.adsrvr.org,52.223.40.198
api2.amplitude.com,52.24.170.234
api2.amplitude.com,52.26.68.36
m.stripe.com,52.27.20.143
m.stripe.com,52.33.195.98
api2.amplitude.com,52.33.207.146
api2.amplitude.com,52.34.114.210
api2.amplitude.com,52.38.5.115
api2.amplitude.com,52.42.121.195
checkout-cookies.stripe.com,52.69.11.6
api2.amplitude.com,52.89.66.27
cs.adingo.jp,54.168.86.124
t.visitorqueue.com,54.171.17.133
api2.amplitude.com,54.185.98.175
m.stripe.com,54.186.171.98
r.stripe.com,54.186.23.98
r.stripe.com,54.187.119.242
r.stripe.com,54.187.159.182
api2.amplitude.com,54.190.54.207
api2.amplitude.com,54.212.51.15
m.stripe.com,54.213.95.137
api2.amplitude.com,54.214.13.240
m.stripe.com,54.218.152.22
api2.amplitude.com,54.218.169.19
t.visitorqueue.com,54.228.42.82
vida-private.s3.us-east-1.amazonaws.com,54.231.196.98
3000-i2j2oim05su75n5hwynvb-3159a7af.sg1.manus.computer,54.254.150.60
checkout-cookies.link.com,54.64.207.232
api2.amplitude.com,54.68.31.161
m.stripe.com,54.69.123.4
sentry.prod.ops.butterfly-effect.dev,54.88.207.72
checkout-cookies.stripe.com,54.92.90.44
dxh5p98m.r.ap-northeast-1.awstrack.me,57.182.176.73
analytics.tiktok.com,61.220.62.159
analytics.tiktok.com,61.220.62.185
analytics.tiktok.com,61.220.62.194
analytics.tiktok.com,61.220.62.196
analytics.tiktok.com,61.220.62.202
analytics.tiktok.com,61.220.62.212
analytics.tiktok.com,61.220.62.221
target.microsoft.com,63.140.48.110
target.microsoft.com,63.140.48.217
target.microsoft.com,63.140.48.235
seal.digicert.com,63.33.186.64
mtalk.google.com,64.233.188.188
accounts.google.com,64.233.188.84
accounts.google.com,64.233.189.84
craftui.studio,64.29.17.65
scriptui.joonas.me,65.21.211.226
pixel.rubiconproject.com,69.173.158.64
rr4---sn-ojun55-55.googlevideo.com,74.125.10.36
rr5---sn-un57enez.googlevideo.com,74.125.102.42
myaccount.google.com,74.125.203.84
pay.google.com,74.125.203.92
stats.g.doubleclick.net,74.125.204.154
stats.g.doubleclick.net,74.125.204.155
stats.g.doubleclick.net,74.125.204.156
stats.g.doubleclick.net,74.125.204.157
accounts.google.com.tw,74.125.204.94
msedge.api.cdp.microsoft.com,74.178.232.29
tas02.sls.update.microsoft.com,74.178.240.61
metrics.manus.im,76.223.60.10
api.skywork.ai,8.221.117.139
cloud,8.8.8.8
cloud,9.9.9.9
ctldl.windowsupdate.com,92.223.95.95
tags.creativecdn.com,95.173.204.16
tags.creativecdn.com,95.173.204.19
tags.creativecdn.com,95.173.204.21
tags.creativecdn.com,95.173.204.24
