Entry,RecordType,Data,SourceFolders
login.microsoftonline.com,5,www.current.a.prd.aadg.akadns.net,rotation-2026-02-25
login.microsoftonline.com,5,www.tm.a.prd.aadg.akadns.net,rotation-1; rotation-2026-02-13; rotation-2026-02-25
login.microsoftonline.com,5,www.tm.a.prd.aadg.trafficmanager.net,rotation-2026-02-25
login.vitalsource.com,1,104.19.189.84,rotation-2026-02-13
login.vitalsource.com,1,104.19.190.84,rotation-2026-02-13
logincdn.msauth.net,1,13.107.246.73,rotation-2026-02-13; rotation-2026-02-25
logincdn.msauth.net,5,firstparty-azurefd-prod.trafficmanager.net,rotation-2026-02-13; rotation-2026-02-25
logincdn.msauth.net,5,lgincdnmsftuswe2.afd.azureedge.net,rotation-2026-02-13; rotation-2026-02-25
logincdn.msauth.net,5,lgincdnmsftuswe2.azureedge.net,rotation-2026-02-13; rotation-2026-02-25
logincdn.msauth.net,5,s-part-0045.t-0009.t-msedge.net,rotation-2026-02-13; rotation-2026-02-25
logincdn.msauth.net,5,shed.dual-low.s-part-0045.t-0009.t-msedge.net,rotation-2026-02-13; rotation-2026-02-25
logincdn.msftauth.net,1,23.213.43.202,rotation-2026-02-13
logincdn.msftauth.net,1,23.213.43.223,rotation-2026-02-13
logincdn.msftauth.net,1,23.46.63.171,rotation-2026-02-25
logincdn.msftauth.net,1,23.46.63.200,rotation-2026-02-25
logincdn.msftauth.net,5,e329293.dscd.akamaiedge.net,rotation-2026-02-13; rotation-2026-02-25
logincdn.msftauth.net,5,logincdn.msftauth.edgekey.net,rotation-2026-02-13; rotation-2026-02-25
logincdn.msftauth.net,5,www.tm.lgincdntcs.msftauth.trafficmanager.net,rotation-2026-02-13; rotation-2026-02-25
ly.my.sentry.io,1,34.111.57.229,rotation-2026-02-13
m.stripe.com,1,35.83.210.96,rotation-2026-02-25
m.stripe.com,1,44.232.211.142,rotation-2026-02-25
m.stripe.com,1,44.235.222.178,rotation-2026-02-25
m.stripe.com,1,44.237.134.7,rotation-2026-02-25
m.stripe.com,1,52.10.227.17,rotation-2026-02-25
m.stripe.com,1,52.27.20.143,rotation-2026-02-25
m.stripe.com,1,52.33.195.98,rotation-2026-02-25
m.stripe.com,1,54.186.171.98,rotation-2026-02-25
m.stripe.com,1,54.213.95.137,rotation-2026-02-25
m.stripe.com,1,54.218.152.22,rotation-2026-02-25
m.stripe.com,1,54.69.123.4,rotation-2026-02-25
m.stripe.network,1,3.169.36.100,rotation-2026-02-25
m.stripe.network,1,3.169.36.104,rotation-2026-02-25
m.stripe.network,1,3.169.36.120,rotation-2026-02-25
m.stripe.network,1,3.169.36.17,rotation-2026-02-25
m.stripe.network,5,d1tcqh4bio8cty.cloudfront.net,rotation-2026-02-25
m.stripe.network,5,prod-m-tree.stripe.network,rotation-2026-02-25
m365.cloud.microsoft,1,13.107.6.156,rotation-1; rotation-2026-02-13
m365.cloud.microsoft,1,13.107.9.156,rotation-2026-02-25
m365.cloud.microsoft,5,b-0004.b-dc-msedge.net,rotation-2026-02-25
m365.cloud.microsoft,5,b-0004.b-msedge.net,rotation-1; rotation-2026-02-13
m365.cloud.microsoft,5,home-office365-com.b-0004.b-msedge.net,rotation-1; rotation-2026-02-13; rotation-2026-02-25
m365.cloud.microsoft,5,home-portal.office.com,rotation-1; rotation-2026-02-13; rotation-2026-02-25
mail-ads.google.com,1,142.250.196.197,rotation-1; rotation-2026-02-13
mail-ads.google.com,1,142.250.198.69,rotation-2026-02-25
mail-ads.google.com,1,64.233.170.17,rotation-2026-02-13
mail-ads.google.com,1,64.233.170.18,rotation-2026-02-13
mail-ads.google.com,1,64.233.170.19,rotation-2026-02-13
mail-ads.google.com,1,64.233.170.83,rotation-2026-02-13
mail-ads.google.com,1,74.125.200.17,rotation-2026-02-13
mail-ads.google.com,1,74.125.200.18,rotation-2026-02-13
mail-ads.google.com,1,74.125.200.19,rotation-2026-02-13
mail-ads.google.com,1,74.125.200.83,rotation-2026-02-13
mail-ads.google.com,5,googlemail.l.google.com,rotation-1; rotation-2026-02-13; rotation-2026-02-25
mail-attachment.googleusercontent.com,1,142.250.196.193,rotation-1; rotation-2026-02-25
mail-attachment.googleusercontent.com,1,74.125.68.132,rotation-2026-02-13
mail-attachment.googleusercontent.com,5,googlehosted.l.googleusercontent.com,rotation-1; rotation-2026-02-13; rotation-2026-02-25
mail.google.com,1,142.250.196.197,rotation-1; rotation-2026-02-25
mail.google.com,1,142.250.198.69,rotation-2026-02-25
mail.google.com,1,142.250.204.37,rotation-1; rotation-2026-02-22-chrome
mail.google.com,1,142.250.4.17,rotation-2026-02-13
mail.google.com,1,142.250.4.18,rotation-2026-02-13
mail.google.com,1,142.250.4.19,rotation-2026-02-13
mail.google.com,1,142.250.4.83,rotation-2026-02-13
mail.google.com,1,142.250.66.69,rotation-2026-02-22-chrome
mail.google.com,1,142.250.77.5,rotation-2026-02-22-chrome; rotation-2026-02-25
mail.google.com,1,142.251.12.17,rotation-2026-02-13
mail.google.com,1,142.251.12.18,rotation-2026-02-13
mail.google.com,1,142.251.12.19,rotation-2026-02-13
mail.google.com,1,142.251.12.83,rotation-2026-02-13
mail.google.com,1,172.217.194.17,rotation-2026-02-13
mail.google.com,1,172.217.194.18,rotation-2026-02-13
mail.google.com,1,172.217.194.19,rotation-2026-02-13
mail.google.com,1,172.217.194.83,rotation-2026-02-13
mail.google.com,1,172.253.118.17,rotation-2026-02-13
mail.google.com,1,172.253.118.18,rotation-2026-02-13
mail.google.com,1,172.253.118.19,rotation-2026-02-13
mail.google.com,1,172.253.118.83,rotation-2026-02-13
mail.google.com,1,64.233.170.17,rotation-2026-02-13
mail.google.com,1,64.233.170.18,rotation-2026-02-13
mail.google.com,1,64.233.170.19,rotation-2026-02-13
mail.google.com,1,64.233.170.83,rotation-2026-02-13
mail.google.com,1,74.125.200.17,rotation-2026-02-13
mail.google.com,1,74.125.200.18,rotation-2026-02-13
mail.google.com,1,74.125.200.19,rotation-2026-02-13
mail.google.com,1,74.125.200.83,rotation-2026-02-13
mail.google.com,1,74.125.24.17,rotation-2026-02-13
mail.google.com,1,74.125.24.18,rotation-2026-02-13
mail.google.com,1,74.125.24.19,rotation-2026-02-13
mail.google.com,1,74.125.24.83,rotation-2026-02-13
mail.google.com,1,74.125.68.17,rotation-2026-02-13
mail.google.com,1,74.125.68.18,rotation-2026-02-13
mail.google.com,1,74.125.68.19,rotation-2026-02-13
mail.google.com,1,74.125.68.83,rotation-2026-02-13
main.vscode-cdn.net,,13.107.213.46,rotation-0; rotation-1
main.vscode-cdn.net,,13.107.246.46,rotation-0; rotation-1
main.vscode-cdn.net,,mr-z01.tm-azurefd.net,rotation-0
main.vscode-cdn.net,,part-0018.t-0009.t-msedge.net,rotation-0; rotation-1
main.vscode-cdn.net,,shed.dual-low.part-0018.t-0009.t-msedge.net,rotation-0; rotation-1
main.vscode-cdn.net,,vscode-cdn.z01.azurefd.net,rotation-0
main.vscode-cdn.net,1,13.107.213.73,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
main.vscode-cdn.net,1,13.107.246.73,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
main.vscode-cdn.net,5,mr-z01.tm-azurefd.net,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
main.vscode-cdn.net,5,part-0045.t-0009.t-msedge.net,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
main.vscode-cdn.net,5,shed.dual-low.part-0045.t-0009.t-msedge.net,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
main.vscode-cdn.net,5,vscode-cdn.z01.azurefd.net,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
manus.im,1,3.169.121.121,rotation-2026-02-25
manus.im,1,3.169.121.40,rotation-2026-02-25
manus.im,1,3.169.121.41,rotation-2026-02-25
manus.im,1,3.169.121.99,rotation-2026-02-25
maps.googleapis.com,1,142.250.196.202,rotation-2026-02-25
maps.googleapis.com,1,142.250.198.74,rotation-2026-02-25
maps.googleapis.com,1,142.250.204.42,rotation-2026-02-25
maps.googleapis.com,1,142.250.77.10,rotation-2026-02-25
maps.gstatic.com,1,142.250.204.35,rotation-2026-02-25
marketplace.visualstudio.com,1,150.171.73.16,rotation-0; rotation-1; rotation-2026-02-25
marketplace.visualstudio.com,1,150.171.74.16,rotation-0; rotation-1; rotation-2026-02-25
marketplace.visualstudio.com,5,bx-0007.bx-msedge.net,rotation-0; rotation-1; rotation-2026-02-25
marketplace.visualstudio.com,5,market-l0.trafficmanager.net,rotation-0; rotation-1; rotation-2026-02-25
marketplace.visualstudio.com,5,market.bx-0007.bx-msedge.net,rotation-0; rotation-1; rotation-2026-02-25
match.adsrvr.org,1,15.197.193.217,rotation-1
match.adsrvr.org,1,3.33.220.150,rotation-1
match.adsrvr.org,1,35.71.131.137,rotation-1
match.adsrvr.org,1,52.223.40.198,rotation-1
material.adsmart.104.com.tw,1,3.169.36.103,rotation-2026-02-25
material.adsmart.104.com.tw,1,3.169.36.121,rotation-2026-02-25
material.adsmart.104.com.tw,1,3.169.36.44,rotation-2026-02-25
material.adsmart.104.com.tw,1,3.169.36.65,rotation-2026-02-25
maxcdn.bootstrapcdn.com,1,104.18.10.207,rotation-2026-02-13
maxcdn.bootstrapcdn.com,1,104.18.11.207,rotation-2026-02-13
media.discordapp.net,1,162.159.128.232,rotation-2026-02-13; rotation-2026-02-25
media.discordapp.net,1,162.159.129.232,rotation-2026-02-13; rotation-2026-02-25
media.discordapp.net,1,162.159.130.232,rotation-2026-02-13; rotation-2026-02-25
media.discordapp.net,1,162.159.133.232,rotation-2026-02-13; rotation-2026-02-25
media.discordapp.net,1,162.159.134.232,rotation-2026-02-13; rotation-2026-02-25
merchant-ui-api.stripe.com,1,13.115.27.220,rotation-2026-02-25
merchant-ui-api.stripe.com,1,18.180.10.245,rotation-2026-02-25
merchant-ui-api.stripe.com,1,3.114.81.222,rotation-2026-02-25
metrics.manus.im,1,13.248.176.92,rotation-2026-02-25
metrics.manus.im,1,76.223.60.10,rotation-2026-02-25
mm-uxrv.com,1,3.169.55.11,rotation-2026-02-13
mm-uxrv.com,1,3.169.55.51,rotation-2026-02-13
mm-uxrv.com,1,3.169.55.57,rotation-2026-02-13
mm-uxrv.com,1,3.169.55.89,rotation-2026-02-13
mobile.events.data.microsoft.com,1,104.46.162.225,rotation-2026-02-22-chrome
mobile.events.data.microsoft.com,1,13.69.109.131,rotation-2026-02-13
mobile.events.data.microsoft.com,1,13.89.179.14,rotation-1
mobile.events.data.microsoft.com,1,20.189.173.25,rotation-1
mobile.events.data.microsoft.com,1,20.189.173.27,rotation-2026-02-25
mobile.events.data.microsoft.com,1,20.189.173.4,rotation-2026-02-22-chrome
mobile.events.data.microsoft.com,1,20.189.173.7,rotation-1
mobile.events.data.microsoft.com,1,40.79.167.8,rotation-2026-02-25
mobile.events.data.microsoft.com,1,40.79.197.35,rotation-2026-02-25
mobile.events.data.microsoft.com,1,51.105.71.136,rotation-1
mobile.events.data.microsoft.com,1,52.182.143.213,rotation-2026-02-25
mobile.events.data.microsoft.com,5,mobile.events.data.trafficmanager.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
mobile.events.data.microsoft.com,5,onedscolprdaue02.australiaeast.cloudapp.azure.com,rotation-2026-02-25
mobile.events.data.microsoft.com,5,onedscolprdaus01.australiasoutheast.cloudapp.azure.com,rotation-2026-02-22-chrome
mobile.events.data.microsoft.com,5,onedscolprdcus16.centralus.cloudapp.azure.com,rotation-2026-02-25
mobile.events.data.microsoft.com,5,onedscolprdcus18.centralus.cloudapp.azure.com,rotation-1
mobile.events.data.microsoft.com,5,onedscolprdjpe04.japaneast.cloudapp.azure.com,rotation-2026-02-25
mobile.events.data.microsoft.com,5,onedscolprduks00.uksouth.cloudapp.azure.com,rotation-1
mobile.events.data.microsoft.com,5,onedscolprdweu03.westeurope.cloudapp.azure.com,rotation-2026-02-13
mobile.events.data.microsoft.com,5,onedscolprdwus03.westus.cloudapp.azure.com,rotation-2026-02-22-chrome
mobile.events.data.microsoft.com,5,onedscolprdwus06.westus.cloudapp.azure.com,rotation-1
mobile.events.data.microsoft.com,5,onedscolprdwus20.westus.cloudapp.azure.com,rotation-1
mobile.events.data.microsoft.com,5,onedscolprdwus21.westus.cloudapp.azure.com,rotation-2026-02-25
msc.adsmart.104.com.tw,1,3.169.137.100,rotation-2026-02-25
msc.adsmart.104.com.tw,1,3.169.137.102,rotation-2026-02-25
msc.adsmart.104.com.tw,1,3.169.137.24,rotation-2026-02-25
msc.adsmart.104.com.tw,1,3.169.137.25,rotation-2026-02-25
msedge.api.cdp.microsoft.com,1,135.233.95.80,rotation-2026-02-22-chrome
msedge.api.cdp.microsoft.com,1,74.178.232.29,rotation-2026-02-25
msedge.api.cdp.microsoft.com,5,api.cdp.microsoft.com,rotation-2026-02-22-chrome; rotation-2026-02-25
msedge.api.cdp.microsoft.com,5,glb.api.prod.dcat.dsp.trafficmanager.net,rotation-2026-02-22-chrome; rotation-2026-02-25
msedge.b.tlu.dl.delivery.mp.microsoft.com,,199.232.210.172,rotation-0; rotation-1
msedge.b.tlu.dl.delivery.mp.microsoft.com,,199.232.214.172,rotation-0; rotation-1
msedge.b.tlu.dl.delivery.mp.microsoft.com,,203.69.81.41,rotation-0; rotation-1
msedge.b.tlu.dl.delivery.mp.microsoft.com,,203.69.81.50,rotation-0; rotation-1
msedge.b.tlu.dl.delivery.mp.microsoft.com,,92.223.95.95,rotation-0; rotation-1
msedge.b.tlu.dl.delivery.mp.microsoft.com,,a1847.dscd.akamai.net,rotation-0; rotation-1
msedge.b.tlu.dl.delivery.mp.microsoft.com,,cdp-f-tlu-net.trafficmanager.net,rotation-0; rotation-1
msedge.b.tlu.dl.delivery.mp.microsoft.com,,cl-glcb907925.globalcdn.co,rotation-0; rotation-1
msedge.b.tlu.dl.delivery.mp.microsoft.com,,fg.microsoft.map.fastly.net,rotation-0; rotation-1
msedge.b.tlu.dl.delivery.mp.microsoft.com,,star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com,rotation-0; rotation-1
msedge.b.tlu.dl.delivery.mp.microsoft.com,,wildcard.f.tlu.dl.delivery.mp.microsoft.com.edgesuite.net,rotation-0; rotation-1
msft-ssp-apac.adnxs.com,,103.43.90.114,rotation-0; rotation-1
msft-ssp-apac.adnxs.com,,103.43.90.115,rotation-0; rotation-1
msft-ssp-apac.adnxs.com,,103.43.90.116,rotation-0; rotation-1
msft-ssp-apac.adnxs.com,,103.43.90.178,rotation-0; rotation-1
mss.office.com,1,13.107.9.158,rotation-2026-02-25
mss.office.com,5,b-0005.b-dc-msedge.net,rotation-2026-02-25
mss.office.com,5,mss-office-com.b-0005.b-msedge.net,rotation-2026-02-25
mtalk.google.com,1,108.177.125.188,rotation-2026-02-25
mtalk.google.com,1,142.251.170.188,rotation-2026-02-25
mtalk.google.com,1,142.251.8.188,rotation-2026-02-25
mtalk.google.com,1,173.194.174.188,rotation-2026-02-25
mtalk.google.com,1,64.233.188.188,rotation-2026-02-25
mtalk.google.com,1,74.125.203.188,rotation-2026-02-22-chrome
mtalk.google.com,5,mobile-gtalk.l.google.com,rotation-2026-02-22-chrome; rotation-2026-02-25
multiplayer.api.gamma.app,1,104.18.10.200,rotation-2026-03-08-claude
multiplayer.api.gamma.app,1,104.18.11.200,rotation-2026-03-08-claude
mwdb.cert.pl,1,195.187.6.12,rotation-2026-02-22-chrome
my.microsoftpersonalcontent.com,1,13.107.137.11,rotation-1; rotation-2026-02-25
my.microsoftpersonalcontent.com,1,13.107.139.11,rotation-1; rotation-2026-02-25
my.microsoftpersonalcontent.com,1,150.171.41.11,rotation-2026-02-25
my.microsoftpersonalcontent.com,1,150.171.43.11,rotation-2026-02-25
my.microsoftpersonalcontent.com,5,193669-ipv4.farm.dprodmgd105.aa-rt.sharepoint.com.dual-spov-0006.spov-msedge.net,rotation-2026-02-25
my.microsoftpersonalcontent.com,5,193669-ipv4mte.farm.dprodmgd105.aa-rt.sharepoint.com,rotation-2026-02-25
my.microsoftpersonalcontent.com,5,193669-ipv4mte.gr.global.aa-rt.sharepoint.com,rotation-2026-02-25
my.microsoftpersonalcontent.com,5,193669-ipv4mteg.farm.dprodmgd105.sharepointonline.com.akadns.net,rotation-2026-02-25
my.microsoftpersonalcontent.com,5,195863-ipv4.farm.dprodmgd106.aa-rt.sharepoint.com.dual-spov-0006.spov-msedge.net,rotation-1
my.microsoftpersonalcontent.com,5,195863-ipv4mte.farm.dprodmgd106.aa-rt.sharepoint.com,rotation-1
my.microsoftpersonalcontent.com,5,195863-ipv4mte.gr.global.aa-rt.sharepoint.com,rotation-1
my.microsoftpersonalcontent.com,5,195863-ipv4mteg.farm.dprodmgd106.sharepointonline.com.akadns.net,rotation-1
my.microsoftpersonalcontent.com,5,196687-ipv4.farm.dprodmgd106.aa-rt.sharepoint.com.dual-spov-0006.spov-msedge.net,rotation-2026-02-25
my.microsoftpersonalcontent.com,5,196687-ipv4mte.farm.dprodmgd106.aa-rt.sharepoint.com,rotation-2026-02-25
my.microsoftpersonalcontent.com,5,196687-ipv4mte.gr.global.aa-rt.sharepoint.com,rotation-2026-02-25
my.microsoftpersonalcontent.com,5,196687-ipv4mteg.farm.dprodmgd106.sharepointonline.com.akadns.net,rotation-2026-02-25
my.microsoftpersonalcontent.com,5,dual-spov-0006.spov-dc-msedge.net,rotation-2026-02-25
my.microsoftpersonalcontent.com,5,dual-spov-0006.spov-msedge.net,rotation-1; rotation-2026-02-25
my.microsoftpersonalcontent.com,5,lists-e.tm-rt.sharepoint.com,rotation-1; rotation-2026-02-25
myaccount.google.com,1,64.233.189.84,rotation-2026-02-22-chrome; rotation-2026-02-25
myaccount.google.com,1,74.125.203.84,rotation-2026-02-25
nabi.104.com.tw,1,3.169.55.127,rotation-2026-02-25
nabi.104.com.tw,1,3.169.55.37,rotation-2026-02-25
nabi.104.com.tw,1,3.169.55.40,rotation-2026-02-25
nabi.104.com.tw,1,3.169.55.54,rotation-2026-02-25
nav-edge.smartscreen.microsoft.com,1,20.194.184.156,rotation-2026-02-22-chrome
nav-edge.smartscreen.microsoft.com,1,20.198.167.116,rotation-2026-02-13
nav-edge.smartscreen.microsoft.com,1,20.210.166.59,rotation-1
nav-edge.smartscreen.microsoft.com,1,4.144.165.14,rotation-1; rotation-2026-02-22-chrome
nav-edge.smartscreen.microsoft.com,1,4.241.22.149,rotation-2026-02-13; rotation-2026-02-22-chrome
nav-edge.smartscreen.microsoft.com,1,40.119.213.159,rotation-2026-02-13; rotation-2026-02-22-chrome
nav-edge.smartscreen.microsoft.com,1,40.74.81.198,rotation-2026-02-22-chrome
nav-edge.smartscreen.microsoft.com,1,52.139.252.32,rotation-2026-02-13
nav-edge.smartscreen.microsoft.com,5,prod-agic-je-2.japaneast.cloudapp.azure.com,rotation-2026-02-13; rotation-2026-02-22-chrome
nav-edge.smartscreen.microsoft.com,5,prod-agic-je-3.japaneast.cloudapp.azure.com,rotation-2026-02-22-chrome
nav-edge.smartscreen.microsoft.com,5,prod-agic-jw-1.japanwest.cloudapp.azure.com,rotation-2026-02-22-chrome
nav-edge.smartscreen.microsoft.com,5,prod-agic-jw-2.japanwest.cloudapp.azure.com,rotation-1
nav-edge.smartscreen.microsoft.com,5,prod-agic-sa-1.southeastasia.cloudapp.azure.com,rotation-2026-02-13
nav-edge.smartscreen.microsoft.com,5,prod-agic-sa-2.southeastasia.cloudapp.azure.com,rotation-2026-02-13; rotation-2026-02-22-chrome
nav-edge.smartscreen.microsoft.com,5,prod-agic-sa-3.southeastasia.cloudapp.azure.com,rotation-2026-02-13
nav-edge.smartscreen.microsoft.com,5,prod-agic-sa-4.southeastasia.cloudapp.azure.com,rotation-1; rotation-2026-02-22-chrome
nav-edge.smartscreen.microsoft.com,5,prod-atm-wds-edge.trafficmanager.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome
nitroscripts.com,1,104.18.33.8,rotation-2026-02-13
nitroscripts.com,1,172.64.154.248,rotation-2026-02-13
notification.104.com.tw,1,104.18.8.226,rotation-2026-02-25
notification.104.com.tw,1,104.18.9.226,rotation-2026-02-25
notification.104.com.tw,5,notification.104.com.tw.cdn.cloudflare.net,rotation-2026-02-25
ntp.msn.com,,210.71.227.168,rotation-0; rotation-1
ntp.msn.com,,210.71.227.184,rotation-0; rotation-1
ntp.msn.com,,a434.dscr.akamai.net,rotation-0
ntp.msn.com,,ntp-msn-com-world-atm-default.trafficmanager.net,rotation-0
ntp.msn.com,,ntp.msn.com-ion.edgesuite.net,rotation-0
ntp.msn.com,1,184.87.193.72,rotation-2026-02-13
ntp.msn.com,1,184.87.193.93,rotation-2026-02-13
ntp.msn.com,1,203.69.138.206,rotation-1
ntp.msn.com,1,203.69.138.225,rotation-1
ntp.msn.com,1,210.71.227.147,rotation-2026-02-22-chrome
ntp.msn.com,1,210.71.227.168,rotation-2026-02-22-chrome
ntp.msn.com,1,210.71.227.184,rotation-2026-02-22-chrome
ntp.msn.com,1,23.45.207.172,rotation-2026-02-13
ntp.msn.com,1,23.45.207.174,rotation-2026-02-13
ntp.msn.com,5,a434.dscr.akamai.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome
ntp.msn.com,5,ntp-msn-com-world-atm-default.trafficmanager.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome
ntp.msn.com,5,ntp.msn.com-ion.edgesuite.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome
o13855.ingest.us.sentry.io,1,34.160.81.0,rotation-2026-02-25
o4507096022450176.ingest.de.sentry.io,1,34.160.81.0,rotation-1
o4507427284123728.ingest.de.sentry.io,1,34.160.81.0,rotation-2026-02-13
o490301.ingest.us.sentry.io,1,34.160.81.0,rotation-1
oauthaccountmanager.googleapis.com,1,142.250.196.202,rotation-2026-02-22-chrome; rotation-2026-02-25
oauthaccountmanager.googleapis.com,1,142.250.198.74,rotation-2026-02-22-chrome; rotation-2026-02-25
oauthaccountmanager.googleapis.com,1,142.250.204.42,rotation-2026-02-22-chrome; rotation-2026-02-25
oauthaccountmanager.googleapis.com,1,142.250.66.74,rotation-2026-02-22-chrome; rotation-2026-02-25
oauthaccountmanager.googleapis.com,1,142.250.77.10,rotation-2026-02-25
ocsp.digicert.com,1,23.210.96.161,rotation-2026-02-13
ocsp.digicert.com,5,cac-ocsp.digicert.com.edgekey.net,rotation-2026-02-13
ocsp.digicert.com,5,e3913.cd.akamaiedge.net,rotation-2026-02-13
ocsp.digicert.com,5,ocsp.edge.digicert.com,rotation-2026-02-13
ocsp.globalsign.com,1,104.18.20.226,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
ocsp.globalsign.com,1,104.18.21.226,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
ocsp.globalsign.com,1,151.101.130.133,rotation-2026-02-25
ocsp.globalsign.com,1,151.101.194.133,rotation-2026-02-25
ocsp.globalsign.com,1,151.101.2.133,rotation-2026-02-25
ocsp.globalsign.com,1,151.101.66.133,rotation-2026-02-25
ocsp.globalsign.com,5,cdn-default.globalsigncdn.com,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
ocsp.globalsign.com,5,cdn.globalsigncdn.com.cdn.cloudflare.net,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
ocsp.globalsign.com,5,prod.globalsign.map.fastly.net,rotation-2026-02-25
ocsp.sectigo.com,,104.18.38.233,rotation-0; rotation-1
ocsp.sectigo.com,,172.64.149.23,rotation-0; rotation-1
ocsp.sectigo.com,,ocsp.comodoca.com.cdn.cloudflare.net,rotation-0; rotation-1
ocsp.sectigo.com,1,104.18.38.233,rotation-2026-02-13; rotation-2026-02-25
ocsp.sectigo.com,1,172.64.149.23,rotation-2026-02-13; rotation-2026-02-25
ocsp.sectigo.com,5,ocsp.comodoca.com.cdn.cloudflare.net,rotation-2026-02-13; rotation-2026-02-25
ocsp.usertrust.com,,104.18.38.233,rotation-0; rotation-1
ocsp.usertrust.com,,172.64.149.23,rotation-0; rotation-1
ocsp.usertrust.com,,ocsp.comodoca.com.cdn.cloudflare.net,rotation-0; rotation-1
ocsp.usertrust.com,1,104.18.38.233,rotation-2026-02-13; rotation-2026-02-25
ocsp.usertrust.com,1,172.64.149.23,rotation-2026-02-13; rotation-2026-02-25
ocsp.usertrust.com,5,ocsp.comodoca.com.cdn.cloudflare.net,rotation-2026-02-13; rotation-2026-02-25
ocws.officeapps.live.com,1,52.110.20.128,rotation-2026-02-25
ocws.officeapps.live.com,1,52.110.20.129,rotation-2026-02-25
ocws.officeapps.live.com,1,52.110.20.130,rotation-2026-02-25
ocws.officeapps.live.com,1,52.110.20.131,rotation-2026-02-25
ocws.officeapps.live.com,1,52.110.20.32,rotation-2026-02-25
ocws.officeapps.live.com,1,52.110.20.33,rotation-2026-02-25
ocws.officeapps.live.com,1,52.110.20.34,rotation-2026-02-25
ocws.officeapps.live.com,1,52.110.20.35,rotation-2026-02-25
ocws.officeapps.live.com,5,asia2.ocws1.live.com.akadns.net,rotation-2026-02-25
ocws.officeapps.live.com,5,mira-ofc.tm-4.office.com,rotation-2026-02-25
ocws.officeapps.live.com,5,prod.ocws1.live.com.akadns.net,rotation-2026-02-25
ocws.officeapps.live.com,5,recent-prod-weightedww.trafficmanager.net,rotation-2026-02-25
odc.officeapps.live.com,1,52.110.20.128,rotation-2026-02-25
odc.officeapps.live.com,1,52.110.20.129,rotation-2026-02-25
odc.officeapps.live.com,1,52.110.20.130,rotation-2026-02-25
odc.officeapps.live.com,1,52.110.20.131,rotation-2026-02-25
odc.officeapps.live.com,1,52.110.20.32,rotation-2026-02-25
odc.officeapps.live.com,1,52.110.20.33,rotation-2026-02-25
odc.officeapps.live.com,1,52.110.20.34,rotation-2026-02-25
odc.officeapps.live.com,1,52.110.20.35,rotation-2026-02-25
odc.officeapps.live.com,5,asia.odcsm1.live.com.akadns.net,rotation-2026-02-25
odc.officeapps.live.com,5,discovery-prod-weightedww.trafficmanager.net,rotation-2026-02-25
odc.officeapps.live.com,5,mira-ofc.tm-4.office.com,rotation-2026-02-25
odc.officeapps.live.com,5,prod.odcsm1.live.com.akadns.net,rotation-2026-02-25
office.live.com,1,52.108.8.12,rotation-1; rotation-2026-02-25
office.live.com,1,52.108.9.12,rotation-1; rotation-2026-02-25
office.live.com,5,view.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net,rotation-1; rotation-2026-02-25
office.live.com,5,wac-0003.wac-msedge.net,rotation-1; rotation-2026-02-25
ogads-pa.clients6.google.com,1,142.250.196.202,rotation-2026-02-13; rotation-2026-02-25
ogads-pa.clients6.google.com,1,142.250.198.74,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
ogads-pa.clients6.google.com,1,142.250.204.42,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
ogads-pa.clients6.google.com,1,142.250.66.74,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
ogads-pa.clients6.google.com,1,142.250.77.10,rotation-1; rotation-2026-02-25
ogads-pa.clients6.google.com,1,74.125.130.95,rotation-2026-02-13
ogads-pa.clients6.google.com,1,74.125.200.95,rotation-2026-02-13
ogs.google.com,1,142.250.196.206,rotation-2026-02-25
ogs.google.com,1,142.250.198.78,rotation-2026-02-25
ogs.google.com,1,142.250.204.46,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
